code_facture,code_client,date_commande,ref_commercial,societe,mois,annee,annee_mois,jour_semaine,trimestre
V24-FAC+07984,CLT099558,2024-11-01,ASO,LSAT,11,2024,2024-11,4,4
V24-FAC+07985,CLT112336,2024-11-01,ASO,LSAT,11,2024,2024-11,4,4
V24-FAC+07986,CLT109691,2024-11-01,ASO,LSAT,11,2024,2024-11,4,4
V24-FAC+07987,CLT112652,2024-11-01,ASO,LSAT,11,2024,2024-11,4,4
V24-FAC+07988,CLT106366,2024-11-01,FJR,LSAT,11,2024,2024-11,4,4
V24-FAC+07989,CLT112324,2024-11-01,ASO,LSAT,11,2024,2024-11,4,4
V24-FAC+07990,CLT109298,2024-11-01,MH,LSAT,11,2024,2024-11,4,4
V24-FAC+07991,CLT110817,2024-11-01,IS,LSAT,11,2024,2024-11,4,4
V24-FAC+07992,CLT109298,2024-11-01,MH,LSAT,11,2024,2024-11,4,4
V24-FAC+07993,CLT109629,2024-11-01,IS,LSAT,11,2024,2024-11,4,4
V24-FAC+07994,CLT112179,2024-11-01,IS,LSAT,11,2024,2024-11,4,4
V24-FAC+07995,CLT107116,2024-11-01,BY,LSAT,11,2024,2024-11,4,4
V24-FAC+07996,CLT109916,2024-11-01,BY,LSAT,11,2024,2024-11,4,4
V24-FAC+07997,CLT001977,2024-11-01,LSAT,LSAT,11,2024,2024-11,4,4
V24-FAC+07998,CLT098629,2024-11-01,SE,LSAT,11,2024,2024-11,4,4
V24-FAC+07999,CLT106115,2024-11-01,FJR,LSAT,11,2024,2024-11,4,4
V24-FAC+08000,CLT112895,2024-11-04,ASO,LSAT,11,2024,2024-11,0,4
V24-FAC+08001,CLT112895,2024-11-04,ASO,LSAT,11,2024,2024-11,0,4
V24-FAC+08002,CLT112895,2024-11-04,ASO,LSAT,11,2024,2024-11,0,4
V24-FAC+08003,CLT109691,2024-11-04,ASO,LSAT,11,2024,2024-11,0,4
V24-FAC+08004,CLT079817,2024-11-04,ASO,LSAT,11,2024,2024-11,0,4
V24-FAC+08005,CLT112888,2024-11-04,ASO,LSAT,11,2024,2024-11,0,4
V24-FAC+08006,CLT105594,2024-11-04,ML,LSAT,11,2024,2024-11,0,4
V24-FAC+08007,CLT112832,2024-11-04,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08008,CLT112242,2024-11-04,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08009,CLT103881,2024-11-04,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08010,CLT112877,2024-11-04,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08011,CLT101239,2024-11-04,ML,LSAT,11,2024,2024-11,0,4
V24-FAC+08012,CLT112894,2024-11-04,ML,LSAT,11,2024,2024-11,0,4
V24-FAC+08014,CLT078992,2024-11-04,FJR,LSAT,11,2024,2024-11,0,4
V24-FAC+08015,CLT107280,2024-11-04,MH,LSAT,11,2024,2024-11,0,4
V24-FAC+08016,CLT098629,2024-11-04,SE,LSAT,11,2024,2024-11,0,4
V24-FAC+08017,CLT057390,2024-11-04,LSAT,LSAT,11,2024,2024-11,0,4
V24-FAC+08020,CLT099247,2024-11-04,MH,LSAT,11,2024,2024-11,0,4
V24-FAC+08021,CLT030954,2024-11-05,AF,LSAT,11,2024,2024-11,1,4
V24-FAC+08022,CLT112759,2024-11-05,AF,LSAT,11,2024,2024-11,1,4
V24-FAC+08023,CLT112759,2024-11-05,AF,LSAT,11,2024,2024-11,1,4
V24-FAC+08024,CLT112759,2024-11-05,AF,LSAT,11,2024,2024-11,1,4
V24-FAC+08025,CLT079214,2024-11-05,CZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08026,CLT079214,2024-11-05,CZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08027,CLT011712,2024-11-05,ML,LSAT,11,2024,2024-11,1,4
V24-FAC+08028,CLT108826,2024-11-05,CZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08029,CLT112101,2024-11-05,CZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08030,CLT079214,2024-11-05,CZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08031,CLT091206,2024-11-05,ML,LSAT,11,2024,2024-11,1,4
V24-FAC+08032,CLT106022,2024-11-05,ML,LSAT,11,2024,2024-11,1,4
V24-FAC+08033,CLT081828,2024-11-05,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08034,CLT100521,2024-11-05,CZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08035,CLT066258,2024-11-05,FJR,LSAT,11,2024,2024-11,1,4
V24-FAC+08036,CLT108576,2024-11-05,ASO,LSAT,11,2024,2024-11,1,4
V24-FAC+08037,CLT108576,2024-11-05,ASO,LSAT,11,2024,2024-11,1,4
V24-FAC+08038,CLT109629,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08039,CLT095444,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08040,CLT106076,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08041,CLT107592,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08042,CLT112242,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08043,CLT107081,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08044,CLT103881,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08045,CLT027007,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08046,CLT099366,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08047,CLT112832,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08048,CLT112477,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08049,CLT107592,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08050,CLT027007,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08051,CLT112688,2024-11-05,ASO,LSAT,11,2024,2024-11,1,4
V24-FAC+08052,CLT111011,2024-11-05,BY,LSAT,11,2024,2024-11,1,4
V24-FAC+08053,CLT111011,2024-11-05,BY,LSAT,11,2024,2024-11,1,4
V24-FAC+08054,CLT107838,2024-11-05,BY,LSAT,11,2024,2024-11,1,4
V24-FAC+08055,CLT109932,2024-11-05,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08056,CLT100647,2024-11-05,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08057,CLT112101,2024-11-05,CZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08058,CLT026177,2024-11-05,ME,LSAT,11,2024,2024-11,1,4
V24-FAC+08059,CLT012878,2024-11-05,IBD,LSAT,11,2024,2024-11,1,4
V24-FAC+08060,CLT107846,2024-11-05,ME,LSAT,11,2024,2024-11,1,4
V24-FAC+08061,CLT112904,2024-11-05,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08062,CLT112145,2024-11-05,ME,LSAT,11,2024,2024-11,1,4
V24-FAC+08063,CLT112145,2024-11-05,ME,LSAT,11,2024,2024-11,1,4
V24-FAC+08065,CLT071425,2024-11-05,LSAT,LSAT,11,2024,2024-11,1,4
V24-FAC+08066,CLT105562,2024-11-05,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08067,CLT105562,2024-11-05,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08068,CLT105562,2024-11-05,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08069,CLT105562,2024-11-05,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08070,CLT105562,2024-11-05,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08071,CLT112886,2024-11-05,AF,LSAT,11,2024,2024-11,1,4
V24-FAC+08072,CLT081828,2024-11-05,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08073,CLT112691,2024-11-05,AF,LSAT,11,2024,2024-11,1,4
V24-FAC+08074,CLT105453,2024-11-05,IBD,LSAT,11,2024,2024-11,1,4
V24-FAC+08075,CLT111284,2024-11-05,LSAT,LSAT,11,2024,2024-11,1,4
V24-FAC+08076,CLT045688,2024-11-05,IBD,LSAT,11,2024,2024-11,1,4
V24-FAC+08077,CLT045688,2024-11-05,IBD,LSAT,11,2024,2024-11,1,4
V24-FAC+08078,CLT045688,2024-11-05,IBD,LSAT,11,2024,2024-11,1,4
V24-FAC+08079,CLT045688,2024-11-05,IBD,LSAT,11,2024,2024-11,1,4
V24-FAC+08080,CLT111330,2024-11-06,ASO,LSAT,11,2024,2024-11,2,4
V24-FAC+08081,CLT112895,2024-11-06,ASO,LSAT,11,2024,2024-11,2,4
V24-FAC+08082,CLT107441,2024-11-06,FJR,LSAT,11,2024,2024-11,2,4
V24-FAC+08083,CLT106148,2024-11-06,CZ,LSAT,11,2024,2024-11,2,4
V24-FAC+08084,CLT103117,2024-11-06,CZ,LSAT,11,2024,2024-11,2,4
V24-FAC+08085,CLT101737,2024-11-06,FJR,LSAT,11,2024,2024-11,2,4
V24-FAC+08086,CLT109506,2024-11-06,CZ,LSAT,11,2024,2024-11,2,4
V24-FAC+08087,CLT106148,2024-11-06,CZ,LSAT,11,2024,2024-11,2,4
V24-FAC+08088,CLT103105,2024-11-06,CZ,LSAT,11,2024,2024-11,2,4
V24-FAC+08089,CLT100767,2024-11-06,HZ,LSAT,11,2024,2024-11,2,4
V24-FAC+08090,CLT103105,2024-11-06,CZ,LSAT,11,2024,2024-11,2,4
V24-FAC+08091,CLT106486,2024-11-06,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08092,CLT106486,2024-11-06,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08093,CLT098308,2024-11-06,LSAT,LSAT,11,2024,2024-11,2,4
V24-FAC+08094,CLT112832,2024-11-06,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08095,CLT095444,2024-11-06,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08096,CLT112471,2024-11-06,ASO,LSAT,11,2024,2024-11,2,4
V24-FAC+08097,CLT095444,2024-11-06,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08098,CLT107766,2024-11-06,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08099,CLT012878,2024-11-06,IBD,LSAT,11,2024,2024-11,2,4
V24-FAC+08100,CLT102268,2024-11-06,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08101,CLT012878,2024-11-06,IBD,LSAT,11,2024,2024-11,2,4
V24-FAC+08102,CLT100216,2024-11-06,MCH,LSAT,11,2024,2024-11,2,4
V24-FAC+08103,CLT110873,2024-11-06,FJR,LSAT,11,2024,2024-11,2,4
V24-FAC+08104,CLT066258,2024-11-06,FJR,LSAT,11,2024,2024-11,2,4
V24-FAC+08105,CLT107283,2024-11-06,FJR,LSAT,11,2024,2024-11,2,4
V24-FAC+08106,CLT109436,2024-11-06,FJR,LSAT,11,2024,2024-11,2,4
V24-FAC+08107,CLT111846,2024-11-06,FJR,LSAT,11,2024,2024-11,2,4
V24-FAC+08108,CLT111383,2024-11-06,BY,LSAT,11,2024,2024-11,2,4
V24-FAC+08109,CLT065804,2024-11-06,ML,LSAT,11,2024,2024-11,2,4
V24-FAC+08110,CLT091206,2024-11-06,ML,LSAT,11,2024,2024-11,2,4
V24-FAC+08111,CLT090241,2024-11-06,ML,LSAT,11,2024,2024-11,2,4
V24-FAC+08112,CLT089765,2024-11-06,ML,LSAT,11,2024,2024-11,2,4
V24-FAC+08113,CLT104004,2024-11-06,AF,LSAT,11,2024,2024-11,2,4
V24-FAC+08114,CLT109962,2024-11-06,BY,LSAT,11,2024,2024-11,2,4
V24-FAC+08115,CLT104004,2024-11-06,AF,LSAT,11,2024,2024-11,2,4
V24-FAC+08116,CLT109962,2024-11-06,BY,LSAT,11,2024,2024-11,2,4
V24-FAC+08117,CLT097923,2024-11-06,BY,LSAT,11,2024,2024-11,2,4
V24-FAC+08118,CLT111752,2024-11-06,MH,LSAT,11,2024,2024-11,2,4
V24-FAC+08119,CLT111752,2024-11-06,MH,LSAT,11,2024,2024-11,2,4
V24-FAC+08120,CLT111752,2024-11-06,MH,LSAT,11,2024,2024-11,2,4
V24-FAC+08121,CLT106195,2024-11-06,FJR,LSAT,11,2024,2024-11,2,4
V24-FAC+08122,CLT106143,2024-11-06,FJR,LSAT,11,2024,2024-11,2,4
V24-FAC+08123,CLT066258,2024-11-07,FJR,LSAT,11,2024,2024-11,3,4
V24-FAC+08124,CLT112700,2024-11-07,AF,LSAT,11,2024,2024-11,3,4
V24-FAC+08125,CLT112691,2024-11-07,AF,LSAT,11,2024,2024-11,3,4
V24-FAC+08126,CLT108610,2024-11-07,HZ,LSAT,11,2024,2024-11,3,4
V24-FAC+08127,CLT106195,2024-11-07,FJR,LSAT,11,2024,2024-11,3,4
V24-FAC+08128,CLT106250,2024-11-07,CZ,LSAT,11,2024,2024-11,3,4
V24-FAC+08129,CLT107283,2024-11-07,FJR,LSAT,11,2024,2024-11,3,4
V24-FAC+08130,CLT112700,2024-11-07,AF,LSAT,11,2024,2024-11,3,4
V24-FAC+08131,CLT048019,2024-11-07,AF,LSAT,11,2024,2024-11,3,4
V24-FAC+08132,CLT098058,2024-11-07,ME,LSAT,11,2024,2024-11,3,4
V24-FAC+08133,CLT098058,2024-11-07,ME,LSAT,11,2024,2024-11,3,4
V24-FAC+08134,CLT109461,2024-11-07,MH,LSAT,11,2024,2024-11,3,4
V24-FAC+08135,CLT043635,2024-11-07,IS,LSAT,11,2024,2024-11,3,4
V24-FAC+08136,CLT101202,2024-11-07,IS,LSAT,11,2024,2024-11,3,4
V24-FAC+08137,CLT099330,2024-11-07,IS,LSAT,11,2024,2024-11,3,4
V24-FAC+08138,CLT099330,2024-11-07,IS,LSAT,11,2024,2024-11,3,4
V24-FAC+08139,CLT112242,2024-11-07,IS,LSAT,11,2024,2024-11,3,4
V24-FAC+08140,CLT102268,2024-11-07,IS,LSAT,11,2024,2024-11,3,4
V24-FAC+08141,CLT107466,2024-11-07,IS,LSAT,11,2024,2024-11,3,4
V24-FAC+08142,CLT111731,2024-11-07,BY,LSAT,11,2024,2024-11,3,4
V24-FAC+08143,CLT111731,2024-11-07,BY,LSAT,11,2024,2024-11,3,4
V24-FAC+08144,CLT111731,2024-11-07,BY,LSAT,11,2024,2024-11,3,4
V24-FAC+08145,CLT109753,2024-11-07,MH,LSAT,11,2024,2024-11,3,4
V24-FAC+08146,CLT026177,2024-11-07,ME,LSAT,11,2024,2024-11,3,4
V24-FAC+08147,CLT106142,2024-11-07,ME,LSAT,11,2024,2024-11,3,4
V24-FAC+08148,CLT112880,2024-11-07,LSAT,LSAT,11,2024,2024-11,3,4
V24-FAC+08149,CLT068613,2024-11-07,IBD,LSAT,11,2024,2024-11,3,4
V24-FAC+08150,CLT103123,2024-11-07,IBD,LSAT,11,2024,2024-11,3,4
V24-FAC+08151,CLT045688,2024-11-07,IBD,LSAT,11,2024,2024-11,3,4
V24-FAC+08152,CLT012878,2024-11-07,IBD,LSAT,11,2024,2024-11,3,4
V24-FAC+08153,CLT103129,2024-11-07,IBD,LSAT,11,2024,2024-11,3,4
V24-FAC+08154,CLT098308,2024-11-08,LSAT,LSAT,11,2024,2024-11,4,4
V24-FAC+08155,CLT108615,2024-11-08,CZ,LSAT,11,2024,2024-11,4,4
V24-FAC+08156,CLT099586,2024-11-08,CZ,LSAT,11,2024,2024-11,4,4
V24-FAC+08157,CLT106148,2024-11-08,CZ,LSAT,11,2024,2024-11,4,4
V24-FAC+08158,CLT108615,2024-11-08,CZ,LSAT,11,2024,2024-11,4,4
V24-FAC+08159,CLT011712,2024-11-08,ML,LSAT,11,2024,2024-11,4,4
V24-FAC+08160,CLT107417,2024-11-08,IS,LSAT,11,2024,2024-11,4,4
V24-FAC+08161,CLT109396,2024-11-08,IS,LSAT,11,2024,2024-11,4,4
V24-FAC+08162,CLT091206,2024-11-08,ML,LSAT,11,2024,2024-11,4,4
V24-FAC+08163,CLT100521,2024-11-08,CZ,LSAT,11,2024,2024-11,4,4
V24-FAC+08164,CLT107949,2024-11-08,BY,LSAT,11,2024,2024-11,4,4
V24-FAC+08165,CLT100521,2024-11-08,CZ,LSAT,11,2024,2024-11,4,4
V24-FAC+08166,CLT112804,2024-11-08,HAE,LSAT,11,2024,2024-11,4,4
V24-FAC+08167,CLT110613,2024-11-08,BY,LSAT,11,2024,2024-11,4,4
V24-FAC+08168,CLT110613,2024-11-08,BY,LSAT,11,2024,2024-11,4,4
V24-FAC+08169,CLT107811,2024-11-08,BY,LSAT,11,2024,2024-11,4,4
V24-FAC+08170,CLT107811,2024-11-08,BY,LSAT,11,2024,2024-11,4,4
V24-FAC+08171,CLT097896,2024-11-08,HZ,LSAT,11,2024,2024-11,4,4
V24-FAC+08172,CLT112285,2024-11-08,AF,LSAT,11,2024,2024-11,4,4
V24-FAC+08173,CLT112285,2024-11-08,AF,LSAT,11,2024,2024-11,4,4
V24-FAC+08175,CLT070730,2024-11-08,LSAT,LSAT,11,2024,2024-11,4,4
V24-FAC+08176,CLT112154,2024-11-08,HAE,LSAT,11,2024,2024-11,4,4
V24-FAC+08177,CLT096970,2024-11-08,AF,LSAT,11,2024,2024-11,4,4
V24-FAC+08178,CLT011090,2024-11-08,AF,LSAT,11,2024,2024-11,4,4
V24-FAC+08179,CLT048019,2024-11-08,AF,LSAT,11,2024,2024-11,4,4
V24-FAC+08180,CLT101092,2024-11-11,AF,LSAT,11,2024,2024-11,0,4
V24-FAC+08181,CLT112324,2024-11-11,ASO,LSAT,11,2024,2024-11,0,4
V24-FAC+08182,CLT112538,2024-11-11,ASO,LSAT,11,2024,2024-11,0,4
V24-FAC+08183,CLT112696,2024-11-11,AF,LSAT,11,2024,2024-11,0,4
V24-FAC+08184,CLT034272,2024-11-11,MH,LSAT,11,2024,2024-11,0,4
V24-FAC+08185,CLT101239,2024-11-11,ML,LSAT,11,2024,2024-11,0,4
V24-FAC+08186,CLT107544,2024-11-11,CZ,LSAT,11,2024,2024-11,0,4
V24-FAC+08187,CLT107544,2024-11-11,CZ,LSAT,11,2024,2024-11,0,4
V24-FAC+08188,CLT094905,2024-11-11,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08189,CLT107591,2024-11-11,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08190,CLT102268,2024-11-11,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08191,CLT112877,2024-11-11,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08192,CLT107591,2024-11-11,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08193,CLT107423,2024-11-11,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08194,CLT094905,2024-11-11,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08195,CLT107619,2024-11-11,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08196,CLT102268,2024-11-11,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08197,CLT064884,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08198,CLT112119,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08199,CLT111201,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08200,CLT112151,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08201,CLT111615,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08202,CLT109655,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08203,CLT109655,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08204,CLT109655,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08205,CLT112877,2024-11-11,IS,LSAT,11,2024,2024-11,0,4
V24-FAC+08206,CLT112914,2024-11-11,YM,LSAT,11,2024,2024-11,0,4
V24-FAC+08207,CLT112119,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08208,CLT107651,2024-11-11,AF,LSAT,11,2024,2024-11,0,4
V24-FAC+08209,CLT091206,2024-11-11,ML,LSAT,11,2024,2024-11,0,4
V24-FAC+08210,CLT026177,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08211,CLT106142,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08212,CLT026177,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08213,CLT110797,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08214,CLT106115,2024-11-11,FJR,LSAT,11,2024,2024-11,0,4
V24-FAC+08215,CLT110797,2024-11-11,ME,LSAT,11,2024,2024-11,0,4
V24-FAC+08216,CLT106687,2024-11-11,MH,LSAT,11,2024,2024-11,0,4
V24-FAC+08217,CLT070730,2024-11-11,LSAT,LSAT,11,2024,2024-11,0,4
V24-FAC+08218,CLT108048,2024-11-12,BY,LSAT,11,2024,2024-11,1,4
V24-FAC+08219,CLT108048,2024-11-12,BY,LSAT,11,2024,2024-11,1,4
V24-FAC+08220,CLT106143,2024-11-12,FJR,LSAT,11,2024,2024-11,1,4
V24-FAC+08221,CLT112915,2024-11-12,LSAT,LSAT,11,2024,2024-11,1,4
V24-FAC+08222,CLT110824,2024-11-12,CZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08223,CLT106251,2024-11-12,CZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08224,CLT109629,2024-11-12,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08225,CLT109629,2024-11-12,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08226,CLT046190,2024-11-12,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08227,CLT030954,2024-11-12,AF,LSAT,11,2024,2024-11,1,4
V24-FAC+08228,CLT112894,2024-11-12,ML,LSAT,11,2024,2024-11,1,4
V24-FAC+08229,CLT046190,2024-11-12,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08230,CLT105980,2024-11-12,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08231,CLT109461,2024-11-12,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08232,CLT112904,2024-11-12,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08233,CLT112101,2024-11-12,CZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08234,CLT106148,2024-11-12,CZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08235,CLT100521,2024-11-12,CZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08236,CLT108246,2024-11-12,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08237,CLT108832,2024-11-12,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08238,CLT108832,2024-11-12,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08239,CLT108832,2024-11-12,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08240,CLT097896,2024-11-12,HZ,LSAT,11,2024,2024-11,1,4
V24-FAC+08241,CLT099330,2024-11-12,IS,LSAT,11,2024,2024-11,1,4
V24-FAC+08242,CLT108139,2024-11-12,BY,LSAT,11,2024,2024-11,1,4
V24-FAC+08243,CLT111437,2024-11-12,BY,LSAT,11,2024,2024-11,1,4
V24-FAC+08244,CLT107899,2024-11-12,BY,LSAT,11,2024,2024-11,1,4
V24-FAC+08245,CLT107899,2024-11-12,BY,LSAT,11,2024,2024-11,1,4
V24-FAC+08246,CLT107899,2024-11-12,BY,LSAT,11,2024,2024-11,1,4
V24-FAC+08247,CLT109827,2024-11-12,BY,LSAT,11,2024,2024-11,1,4
V24-FAC+08248,CLT109827,2024-11-12,BY,LSAT,11,2024,2024-11,1,4
V24-FAC+08249,CLT078992,2024-11-12,FJR,LSAT,11,2024,2024-11,1,4
V24-FAC+08250,CLT107300,2024-11-12,MH,LSAT,11,2024,2024-11,1,4
V24-FAC+08251,CLT091206,2024-11-12,ML,LSAT,11,2024,2024-11,1,4
V24-FAC+08252,CLT045688,2024-11-12,IBD,LSAT,11,2024,2024-11,1,4
V24-FAC+08254,CLT045688,2024-11-12,IBD,LSAT,11,2024,2024-11,1,4
V24-FAC+08255,CLT045688,2024-11-12,IBD,LSAT,11,2024,2024-11,1,4
V24-FAC+08256,CLT045688,2024-11-12,IBD,LSAT,11,2024,2024-11,1,4
V24-FAC+08257,CLT107811,2024-11-13,BY,LSAT,11,2024,2024-11,2,4
V24-FAC+08258,CLT112538,2024-11-13,ASO,LSAT,11,2024,2024-11,2,4
V24-FAC+08259,CLT111330,2024-11-13,ASO,LSAT,11,2024,2024-11,2,4
V24-FAC+08260,CLT111330,2024-11-13,ASO,LSAT,11,2024,2024-11,2,4
V24-FAC+08261,CLT109532,2024-11-13,ML,LSAT,11,2024,2024-11,2,4
V24-FAC+08262,CLT091206,2024-11-13,ML,LSAT,11,2024,2024-11,2,4
V24-FAC+08263,CLT112877,2024-11-13,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08264,CLT043635,2024-11-13,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08265,CLT099330,2024-11-13,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08266,CLT111143,2024-11-13,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08267,CLT095444,2024-11-13,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08268,CLT099780,2024-11-13,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08269,CLT012878,2024-11-13,IBD,LSAT,11,2024,2024-11,2,4
V24-FAC+08270,CLT112832,2024-11-13,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08271,CLT102268,2024-11-13,IS,LSAT,11,2024,2024-11,2,4
V24-FAC+08272,CLT090241,2024-11-13,ML,LSAT,11,2024,2024-11,2,4
V24-FAC+08273,CLT101239,2024-11-13,ML,LSAT,11,2024,2024-11,2,4
V24-FAC+08274,CLT078992,2024-11-13,FJR,LSAT,11,2024,2024-11,2,4
V24-FAC+08276,CLT112904,2024-11-13,MH,LSAT,11,2024,2024-11,2,4
V24-FAC+08277,CLT101926,2024-11-13,AF,LSAT,11,2024,2024-11,2,4
V24-FAC+08278,CLT112919,2024-11-13,SE,LSAT,11,2024,2024-11,2,4
V24-FAC+08279,CLT106204,2024-11-13,LSAT,LSAT,11,2024,2024-11,2,4
V24-FAC+08280,CLT012878,2024-11-13,IBD,LSAT,11,2024,2024-11,2,4
V24-FAC+08281,CLT104004,2024-11-14,AF,LSAT,11,2024,2024-11,3,4
V24-FAC+08282,CLT107038,2024-11-14,FJR,LSAT,11,2024,2024-11,3,4
V24-FAC+08283,CLT112227,2024-11-14,FB,LSAT,11,2024,2024-11,3,4
V24-FAC+08284,CLT111406,2024-11-14,IS,LSAT,11,2024,2024-11,3,4
V24-FAC+08285,CLT107591,2024-11-14,IS,LSAT,11,2024,2024-11,3,4
V24-FAC+08286,CLT111406,2024-11-14,IS,LSAT,11,2024,2024-11,3,4
V24-FAC+08287,CLT112492,2024-11-14,CZ,LSAT,11,2024,2024-11,3,4
V24-FAC+08288,CLT107942,2024-11-14,CZ,LSAT,11,2024,2024-11,3,4
V24-FAC+08289,CLT056687,2024-11-14,LSAT,LSAT,11,2024,2024-11,3,4
V24-FAC+08290,CLT011029,2024-11-14,FJR,LSAT,11,2024,2024-11,3,4
V24-FAC+08291,CLT011712,2024-11-14,ML,LSAT,11,2024,2024-11,3,4
V24-FAC+08292,CLT112921,2024-11-14,CZ,LSAT,11,2024,2024-11,3,4
V24-FAC+08293,CLT108307,2024-11-14,CZ,LSAT,11,2024,2024-11,3,4
V24-FAC+08294,CLT094905,2024-11-14,IS,LSAT,11,2024,2024-11,3,4
V24-FAC+08295,CLT106115,2024-11-14,FJR,LSAT,11,2024,2024-11,3,4
V24-FAC+08296,CLT056687,2024-11-14,LSAT,LSAT,11,2024,2024-11,3,4
V24-FAC+08297,CLT099366,2024-11-14,IS,LSAT,11,2024,2024-11,3,4
