code_facture,code_client,date_commande,ref_commercial,societe,mois,annee,annee_mois,jour_semaine,trimestre
V24-FAC+00002,CLT082902,2024-01-08,SE,LSAT,1,2024,2024-01,0,1
V24-FAC+00003,CLT058599,2024-01-08,KO,LSAT,1,2024,2024-01,0,1
V24-FAC+00004,CLT097966,2024-01-08,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00006,CLT011712,2024-01-08,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00007,CLT011712,2024-01-08,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00008,CLT011712,2024-01-08,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00009,CLT105443,2024-01-08,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00010,CLT105443,2024-01-08,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00011,CLT109629,2024-01-08,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00012,CLT105860,2024-01-08,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00013,CLT099780,2024-01-08,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00014,CLT108832,2024-01-08,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00015,CLT105471,2024-01-08,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00016,CLT110797,2024-01-08,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00017,CLT110797,2024-01-08,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00018,CLT105471,2024-01-08,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00019,CLT109629,2024-01-08,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00020,CLT099780,2024-01-08,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00021,CLT097621,2024-01-08,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00023,CLT097057,2024-01-09,MCH,LSAT,1,2024,2024-01,1,1
V24-FAC+00024,CLT105703,2024-01-09,AJ,LSAT,1,2024,2024-01,1,1
V24-FAC+00025,CLT097057,2024-01-09,MCH,LSAT,1,2024,2024-01,1,1
V24-FAC+00026,CLT097057,2024-01-09,MCH,LSAT,1,2024,2024-01,1,1
V24-FAC+00027,CLT105703,2024-01-09,AJ,LSAT,1,2024,2024-01,1,1
V24-FAC+00028,CLT091331,2024-01-09,MCH,LSAT,1,2024,2024-01,1,1
V24-FAC+00029,CLT106486,2024-01-09,IS,LSAT,1,2024,2024-01,1,1
V24-FAC+00030,CLT106486,2024-01-09,IS,LSAT,1,2024,2024-01,1,1
V24-FAC+00032,CLT105703,2024-01-09,LSAT,LSAT,1,2024,2024-01,1,1
V24-FAC+00034,CLT107978,2024-01-09,YD,LSAT,1,2024,2024-01,1,1
V24-FAC+00035,CLT012878,2024-01-09,IBD,LSAT,1,2024,2024-01,1,1
V24-FAC+00036,CLT103123,2024-01-09,IBD,LSAT,1,2024,2024-01,1,1
V24-FAC+00037,CLT095704,2024-01-09,ML,LSAT,1,2024,2024-01,1,1
V24-FAC+00038,CLT011712,2024-01-09,ML,LSAT,1,2024,2024-01,1,1
V24-FAC+00039,CLT099267,2024-01-09,LSAT,LSAT,1,2024,2024-01,1,1
V24-FAC+00040,CLT098037,2024-01-09,LSAT,LSAT,1,2024,2024-01,1,1
V24-FAC+00041,CLT111816,2024-01-09,IS,LSAT,1,2024,2024-01,1,1
V24-FAC+00042,CLT111816,2024-01-09,IS,LSAT,1,2024,2024-01,1,1
V24-FAC+00043,CLT111816,2024-01-09,IS,LSAT,1,2024,2024-01,1,1
V24-FAC+00044,CLT110823,2024-01-09,AJ,LSAT,1,2024,2024-01,1,1
V24-FAC+00045,CLT110823,2024-01-09,AJ,LSAT,1,2024,2024-01,1,1
V24-FAC+00046,CLT104926,2024-01-09,SE,LSAT,1,2024,2024-01,1,1
V24-FAC+00047,CLT071425,2024-01-10,LSAT,LSAT,1,2024,2024-01,2,1
V24-FAC+00048,CLT071425,2024-01-10,LSAT,LSAT,1,2024,2024-01,2,1
V24-FAC+00050,CLT107590,2024-01-10,IS,LSAT,1,2024,2024-01,2,1
V24-FAC+00051,CLT100296,2024-01-10,IS,LSAT,1,2024,2024-01,2,1
V24-FAC+00052,CLT098037,2024-01-10,LSAT,LSAT,1,2024,2024-01,2,1
V24-FAC+00053,CLT026177,2024-01-10,IS,LSAT,1,2024,2024-01,2,1
V24-FAC+00054,CLT011292,2024-01-10,KO,LSAT,1,2024,2024-01,2,1
V24-FAC+00055,CLT090241,2024-01-10,ML,LSAT,1,2024,2024-01,2,1
V24-FAC+00056,CLT091206,2024-01-10,ML,LSAT,1,2024,2024-01,2,1
V24-FAC+00057,CLT095704,2024-01-10,ML,LSAT,1,2024,2024-01,2,1
V24-FAC+00058,CLT090241,2024-01-10,ML,LSAT,1,2024,2024-01,2,1
V24-FAC+00059,CLT091206,2024-01-10,ML,LSAT,1,2024,2024-01,2,1
V24-FAC+00060,CLT091206,2024-01-10,ML,LSAT,1,2024,2024-01,2,1
V24-FAC+00061,CLT091206,2024-01-10,ML,LSAT,1,2024,2024-01,2,1
V24-FAC+00062,CLT103129,2024-01-10,IBD,LSAT,1,2024,2024-01,2,1
V24-FAC+00063,CLT103123,2024-01-10,IBD,LSAT,1,2024,2024-01,2,1
V24-FAC+00064,CLT103123,2024-01-10,IBD,LSAT,1,2024,2024-01,2,1
V24-FAC+00065,CLT103129,2024-01-10,IBD,LSAT,1,2024,2024-01,2,1
V24-FAC+00066,CLT012878,2024-01-10,IBD,LSAT,1,2024,2024-01,2,1
V24-FAC+00067,CLT103129,2024-01-10,IBD,LSAT,1,2024,2024-01,2,1
V24-FAC+00068,CLT110970,2024-01-11,FJR,LSAT,1,2024,2024-01,3,1
V24-FAC+00069,CLT110970,2024-01-11,FJR,LSAT,1,2024,2024-01,3,1
V24-FAC+00070,CLT110970,2024-01-11,FJR,LSAT,1,2024,2024-01,3,1
V24-FAC+00071,CLT110685,2024-01-11,LSAT,LSAT,1,2024,2024-01,3,1
V24-FAC+00072,CLT076898,2024-01-11,ML,LSAT,1,2024,2024-01,3,1
V24-FAC+00073,CLT091206,2024-01-11,ML,LSAT,1,2024,2024-01,3,1
V24-FAC+00074,CLT105759,2024-01-11,MH,LSAT,1,2024,2024-01,3,1
V24-FAC+00075,CLT111672,2024-01-11,MH,LSAT,1,2024,2024-01,3,1
V24-FAC+00076,CLT111672,2024-01-11,MH,LSAT,1,2024,2024-01,3,1
V24-FAC+00077,CLT097641,2024-01-11,BY,LSAT,1,2024,2024-01,3,1
V24-FAC+00078,CLT099592,2024-01-11,BY,LSAT,1,2024,2024-01,3,1
V24-FAC+00079,CLT111672,2024-01-11,MH,LSAT,1,2024,2024-01,3,1
V24-FAC+00080,CLT110509,2024-01-11,MH,LSAT,1,2024,2024-01,3,1
V24-FAC+00081,CLT110509,2024-01-11,MH,LSAT,1,2024,2024-01,3,1
V24-FAC+00082,CLT091744,2024-01-11,LSAT,LSAT,1,2024,2024-01,3,1
V24-FAC+00083,CLT011712,2024-01-11,ML,LSAT,1,2024,2024-01,3,1
V24-FAC+00084,CLT108246,2024-01-11,MH,LSAT,1,2024,2024-01,3,1
V24-FAC+00085,CLT108246,2024-01-11,MH,LSAT,1,2024,2024-01,3,1
V24-FAC+00086,CLT111330,2024-01-11,LSAT,LSAT,1,2024,2024-01,3,1
V24-FAC+00087,CLT108987,2024-01-11,FJR,LSAT,1,2024,2024-01,3,1
V24-FAC+00088,CLT098629,2024-01-11,SE,LSAT,1,2024,2024-01,3,1
V24-FAC+00089,CLT110823,2024-01-11,AJ,LSAT,1,2024,2024-01,3,1
V24-FAC+00091,CLT011029,2024-01-11,FJR,LSAT,1,2024,2024-01,3,1
V24-FAC+00093,CLT107311,2024-01-11,FJR,LSAT,1,2024,2024-01,3,1
V24-FAC+00094,CLT061147,2024-01-11,AL,LSAT,1,2024,2024-01,3,1
V24-FAC+00095,CLT061147,2024-01-11,AL,LSAT,1,2024,2024-01,3,1
V24-FAC+00096,CLT068613,2024-01-11,IBD,LSAT,1,2024,2024-01,3,1
V24-FAC+00097,CLT101092,2024-01-12,AL,LSAT,1,2024,2024-01,4,1
V24-FAC+00098,CLT108070,2024-01-12,BY,LSAT,1,2024,2024-01,4,1
V24-FAC+00099,CLT105443,2024-01-12,ML,LSAT,1,2024,2024-01,4,1
V24-FAC+00101,CLT106366,2024-01-12,FJR,LSAT,1,2024,2024-01,4,1
V24-FAC+00102,CLT078992,2024-01-12,FJR,LSAT,1,2024,2024-01,4,1
V24-FAC+00103,CLT078992,2024-01-12,FJR,LSAT,1,2024,2024-01,4,1
V24-FAC+00104,CLT078992,2024-01-12,FJR,LSAT,1,2024,2024-01,4,1
V24-FAC+00105,CLT107858,2024-01-12,BY,LSAT,1,2024,2024-01,4,1
V24-FAC+00106,CLT107858,2024-01-12,BY,LSAT,1,2024,2024-01,4,1
V24-FAC+00107,CLT102268,2024-01-12,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00108,CLT102268,2024-01-12,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00109,CLT107466,2024-01-12,AJ,LSAT,1,2024,2024-01,4,1
V24-FAC+00110,CLT107466,2024-01-12,AJ,LSAT,1,2024,2024-01,4,1
V24-FAC+00111,CLT099780,2024-01-12,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00112,CLT026177,2024-01-12,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00113,CLT110970,2024-01-12,FJR,LSAT,1,2024,2024-01,4,1
V24-FAC+00114,CLT099330,2024-01-12,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00115,CLT111680,2024-01-12,LSAT,LSAT,1,2024,2024-01,4,1
V24-FAC+00116,CLT103129,2024-01-12,IBD,LSAT,1,2024,2024-01,4,1
V24-FAC+00117,CLT103129,2024-01-12,IBD,LSAT,1,2024,2024-01,4,1
V24-FAC+00118,CLT103123,2024-01-12,IBD,LSAT,1,2024,2024-01,4,1
V24-FAC+00119,CLT098037,2024-01-12,LSAT,LSAT,1,2024,2024-01,4,1
V24-FAC+00120,CLT098308,2024-01-12,KO,LSAT,1,2024,2024-01,4,1
V24-FAC+00121,CLT111136,2024-01-15,AL,LSAT,1,2024,2024-01,0,1
V24-FAC+00122,CLT111136,2024-01-15,AL,LSAT,1,2024,2024-01,0,1
V24-FAC+00123,CLT101926,2024-01-15,AL,LSAT,1,2024,2024-01,0,1
V24-FAC+00124,CLT101926,2024-01-15,AL,LSAT,1,2024,2024-01,0,1
V24-FAC+00125,CLT110996,2024-01-15,AL,LSAT,1,2024,2024-01,0,1
V24-FAC+00126,CLT110998,2024-01-15,AL,LSAT,1,2024,2024-01,0,1
V24-FAC+00127,CLT110235,2024-01-15,MH,LSAT,1,2024,2024-01,0,1
V24-FAC+00128,CLT110235,2024-01-15,MH,LSAT,1,2024,2024-01,0,1
V24-FAC+00129,CLT108987,2024-01-15,FJR,LSAT,1,2024,2024-01,0,1
V24-FAC+00130,CLT110235,2024-01-15,MH,LSAT,1,2024,2024-01,0,1
V24-FAC+00131,CLT111846,2024-01-15,FJR,LSAT,1,2024,2024-01,0,1
V24-FAC+00132,CLT102268,2024-01-15,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00133,CLT097621,2024-01-15,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00134,CLT110235,2024-01-15,MH,LSAT,1,2024,2024-01,0,1
V24-FAC+00135,CLT105443,2024-01-15,LSAT,LSAT,1,2024,2024-01,0,1
V24-FAC+00136,CLT095704,2024-01-15,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00137,CLT091206,2024-01-15,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00138,CLT106195,2024-01-15,FJR,LSAT,1,2024,2024-01,0,1
V24-FAC+00139,CLT112011,2024-01-15,FJR,LSAT,1,2024,2024-01,0,1
V24-FAC+00140,CLT112011,2024-01-15,FJR,LSAT,1,2024,2024-01,0,1
V24-FAC+00141,CLT100296,2024-01-15,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00142,CLT071425,2024-01-15,LSAT,LSAT,1,2024,2024-01,0,1
V24-FAC+00143,CLT071425,2024-01-15,LSAT,LSAT,1,2024,2024-01,0,1
V24-FAC+00144,CLT105703,2024-01-15,AJ,LSAT,1,2024,2024-01,0,1
V24-FAC+00145,CLT111846,2024-01-15,FJR,LSAT,1,2024,2024-01,0,1
V24-FAC+00146,CLT071425,2024-01-15,LSAT,LSAT,1,2024,2024-01,0,1
V24-FAC+00147,CLT104508,2024-01-15,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00148,CLT105946,2024-01-15,LSAT,LSAT,1,2024,2024-01,0,1
V24-FAC+00149,CLT101202,2024-01-15,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00150,CLT099780,2024-01-15,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00151,CLT011712,2024-01-15,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00152,CLT110997,2024-01-15,AL,LSAT,1,2024,2024-01,0,1
V24-FAC+00153,CLT110997,2024-01-15,AL,LSAT,1,2024,2024-01,0,1
V24-FAC+00154,CLT109532,2024-01-15,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00155,CLT107619,2024-01-15,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00157,CLT108184,2024-01-15,AL,LSAT,1,2024,2024-01,0,1
V24-FAC+00158,CLT110997,2024-01-15,AL,LSAT,1,2024,2024-01,0,1
V24-FAC+00159,CLT098037,2024-01-15,LSAT,LSAT,1,2024,2024-01,0,1
V24-FAC+00160,CLT098037,2024-01-15,LSAT,LSAT,1,2024,2024-01,0,1
V24-FAC+00161,CLT102268,2024-01-15,IS,LSAT,1,2024,2024-01,0,1
V24-FAC+00162,CLT097966,2024-01-15,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00163,CLT099816,2024-01-15,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00164,CLT101465,2024-01-15,FJR,LSAT,1,2024,2024-01,0,1
V24-FAC+00165,CLT101465,2024-01-15,FJR,LSAT,1,2024,2024-01,0,1
V24-FAC+00166,CLT091288,2024-01-15,LSAT,LSAT,1,2024,2024-01,0,1
V24-FAC+00167,CLT011712,2024-01-15,ML,LSAT,1,2024,2024-01,0,1
V24-FAC+00168,CLT105807,2024-01-15,AL,LSAT,1,2024,2024-01,0,1
V24-FAC+00169,CLT109276,2024-01-15,SE,LSAT,1,2024,2024-01,0,1
V24-FAC+00170,CLT009160,2024-01-15,LSAT,LSAT,1,2024,2024-01,0,1
V24-FAC+00171,CLT110509,2024-01-15,MH,LSAT,1,2024,2024-01,0,1
V24-FAC+00172,CLT112101,2024-01-15,AJ,LSAT,1,2024,2024-01,0,1
V24-FAC+00173,CLT105453,2024-01-15,IBD,LSAT,1,2024,2024-01,0,1
V24-FAC+00174,CLT108246,2024-01-15,MH,LSAT,1,2024,2024-01,0,1
V24-FAC+00175,CLT099558,2024-01-15,MH,LSAT,1,2024,2024-01,0,1
V24-FAC+00176,CLT081828,2024-01-15,MH,LSAT,1,2024,2024-01,0,1
V24-FAC+00177,CLT099558,2024-01-15,MH,LSAT,1,2024,2024-01,0,1
V24-FAC+00178,CLT111146,2024-01-15,MH,LSAT,1,2024,2024-01,0,1
V24-FAC+00179,CLT110685,2024-01-16,LSAT,LSAT,1,2024,2024-01,1,1
V24-FAC+00180,CLT110235,2024-01-16,MH,LSAT,1,2024,2024-01,1,1
V24-FAC+00181,CLT105808,2024-01-16,MH,LSAT,1,2024,2024-01,1,1
V24-FAC+00182,CLT097896,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00183,CLT105808,2024-01-16,MH,LSAT,1,2024,2024-01,1,1
V24-FAC+00184,CLT097896,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00185,CLT106969,2024-01-16,SE,LSAT,1,2024,2024-01,1,1
V24-FAC+00186,CLT097896,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00187,CLT023447,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00188,CLT023447,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00189,CLT105808,2024-01-16,MH,LSAT,1,2024,2024-01,1,1
V24-FAC+00190,CLT011029,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00191,CLT107280,2024-01-16,MH,LSAT,1,2024,2024-01,1,1
V24-FAC+00192,CLT107280,2024-01-16,MH,LSAT,1,2024,2024-01,1,1
V24-FAC+00193,CLT069189,2024-01-16,IS,LSAT,1,2024,2024-01,1,1
V24-FAC+00194,CLT110314,2024-01-16,MH,LSAT,1,2024,2024-01,1,1
V24-FAC+00195,CLT111846,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00196,CLT101737,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00197,CLT101737,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00198,CLT076898,2024-01-16,ML,LSAT,1,2024,2024-01,1,1
V24-FAC+00199,CLT011712,2024-01-16,ML,LSAT,1,2024,2024-01,1,1
V24-FAC+00200,CLT033306,2024-01-16,LO,LSAT,1,2024,2024-01,1,1
V24-FAC+00201,CLT101702,2024-01-16,LO,LSAT,1,2024,2024-01,1,1
V24-FAC+00202,CLT091206,2024-01-16,ML,LSAT,1,2024,2024-01,1,1
V24-FAC+00204,CLT103725,2024-01-16,MH,LSAT,1,2024,2024-01,1,1
V24-FAC+00205,CLT103725,2024-01-16,MH,LSAT,1,2024,2024-01,1,1
V24-FAC+00206,CLT019390,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00207,CLT110873,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00208,CLT057465,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00209,CLT076145,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00210,CLT101465,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00211,CLT101465,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00212,CLT110941,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00213,CLT110941,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00214,CLT107590,2024-01-16,IS,LSAT,1,2024,2024-01,1,1
V24-FAC+00215,CLT111609,2024-01-16,AL,LSAT,1,2024,2024-01,1,1
V24-FAC+00216,CLT106115,2024-01-16,FJR,LSAT,1,2024,2024-01,1,1
V24-FAC+00217,CLT067308,2024-01-16,IS,LSAT,1,2024,2024-01,1,1
V24-FAC+00218,CLT108048,2024-01-16,BY,LSAT,1,2024,2024-01,1,1
V24-FAC+00219,CLT107899,2024-01-16,BY,LSAT,1,2024,2024-01,1,1
V24-FAC+00220,CLT107899,2024-01-16,BY,LSAT,1,2024,2024-01,1,1
V24-FAC+00222,CLT111330,2024-01-16,LSAT,LSAT,1,2024,2024-01,1,1
V24-FAC+00223,CLT107978,2024-01-16,YD,LSAT,1,2024,2024-01,1,1
V24-FAC+00225,CLT106687,2024-01-16,MH,LSAT,1,2024,2024-01,1,1
V24-FAC+00226,CLT045688,2024-01-16,IBD,LSAT,1,2024,2024-01,1,1
V24-FAC+00227,CLT045688,2024-01-16,IBD,LSAT,1,2024,2024-01,1,1
V24-FAC+00228,CLT045688,2024-01-16,IBD,LSAT,1,2024,2024-01,1,1
V24-FAC+00230,CLT107081,2024-01-17,AJ,LSAT,1,2024,2024-01,2,1
V24-FAC+00234,CLT109532,2024-01-17,ML,LSAT,1,2024,2024-01,2,1
V24-FAC+00235,CLT091206,2024-01-17,ML,LSAT,1,2024,2024-01,2,1
V24-FAC+00237,CLT091206,2024-01-17,ML,LSAT,1,2024,2024-01,2,1
V24-FAC+00238,CLT107592,2024-01-17,AJ,LSAT,1,2024,2024-01,2,1
V24-FAC+00239,CLT091288,2024-01-17,LSAT,LSAT,1,2024,2024-01,2,1
V24-FAC+00240,CLT112042,2024-01-17,MH,LSAT,1,2024,2024-01,2,1
V24-FAC+00241,CLT112042,2024-01-17,MH,LSAT,1,2024,2024-01,2,1
V24-FAC+00242,CLT105946,2024-01-17,LSAT,LSAT,1,2024,2024-01,2,1
V24-FAC+00243,CLT110219,2024-01-17,FJR,LSAT,1,2024,2024-01,2,1
V24-FAC+00244,CLT107038,2024-01-17,FJR,LSAT,1,2024,2024-01,2,1
V24-FAC+00245,CLT012878,2024-01-17,IBD,LSAT,1,2024,2024-01,2,1
V24-FAC+00246,CLT110219,2024-01-17,FJR,LSAT,1,2024,2024-01,2,1
V24-FAC+00247,CLT109532,2024-01-18,ML,LSAT,1,2024,2024-01,3,1
V24-FAC+00248,CLT106148,2024-01-18,ML,LSAT,1,2024,2024-01,3,1
V24-FAC+00249,CLT107328,2024-01-18,FJR,LSAT,1,2024,2024-01,3,1
V24-FAC+00250,CLT111406,2024-01-18,AJ,LSAT,1,2024,2024-01,3,1
V24-FAC+00251,CLT111406,2024-01-18,AJ,LSAT,1,2024,2024-01,3,1
V24-FAC+00252,CLT107590,2024-01-18,ME,LSAT,1,2024,2024-01,3,1
V24-FAC+00253,CLT107311,2024-01-18,FJR,LSAT,1,2024,2024-01,3,1
V24-FAC+00254,CLT098090,2024-01-18,FJR,LSAT,1,2024,2024-01,3,1
V24-FAC+00255,CLT106195,2024-01-18,FJR,LSAT,1,2024,2024-01,3,1
V24-FAC+00256,CLT106076,2024-01-18,IS,LSAT,1,2024,2024-01,3,1
V24-FAC+00257,CLT108832,2024-01-18,IS,LSAT,1,2024,2024-01,3,1
V24-FAC+00258,CLT103123,2024-01-18,IBD,LSAT,1,2024,2024-01,3,1
V24-FAC+00259,CLT103129,2024-01-18,IBD,LSAT,1,2024,2024-01,3,1
V24-FAC+00260,CLT094609,2024-01-18,KO,LSAT,1,2024,2024-01,3,1
V24-FAC+00261,CLT064655,2024-01-18,SE,LSAT,1,2024,2024-01,3,1
V24-FAC+00262,CLT112123,2024-01-18,LSAT,LSAT,1,2024,2024-01,3,1
V24-FAC+00263,CLT011712,2024-01-18,ML,LSAT,1,2024,2024-01,3,1
V24-FAC+00264,CLT103123,2024-01-18,IBD,LSAT,1,2024,2024-01,3,1
V24-FAC+00265,CLT103129,2024-01-18,IBD,LSAT,1,2024,2024-01,3,1
V24-FAC+00266,CLT110685,2024-01-18,LSAT,LSAT,1,2024,2024-01,3,1
V24-FAC+00267,CLT099330,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00268,CLT105443,2024-01-19,ML,LSAT,1,2024,2024-01,4,1
V24-FAC+00269,CLT111437,2024-01-19,BY,LSAT,1,2024,2024-01,4,1
V24-FAC+00270,CLT111437,2024-01-19,BY,LSAT,1,2024,2024-01,4,1
V24-FAC+00271,CLT105443,2024-01-19,ML,LSAT,1,2024,2024-01,4,1
V24-FAC+00272,CLT111437,2024-01-19,BY,LSAT,1,2024,2024-01,4,1
V24-FAC+00273,CLT011712,2024-01-19,ML,LSAT,1,2024,2024-01,4,1
V24-FAC+00274,CLT011712,2024-01-19,ML,LSAT,1,2024,2024-01,4,1
V24-FAC+00275,CLT106366,2024-01-19,FJR,LSAT,1,2024,2024-01,4,1
V24-FAC+00276,CLT105703,2024-01-19,AJ,LSAT,1,2024,2024-01,4,1
V24-FAC+00277,CLT105703,2024-01-19,AJ,LSAT,1,2024,2024-01,4,1
V24-FAC+00278,CLT106486,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00279,CLT099780,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00280,CLT103881,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00281,CLT097621,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00282,CLT097621,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00283,CLT102268,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00284,CLT108006,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00285,CLT099330,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00286,CLT101202,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00287,CLT110421,2024-01-19,MH,LSAT,1,2024,2024-01,4,1
V24-FAC+00288,CLT098629,2024-01-19,SE,LSAT,1,2024,2024-01,4,1
V24-FAC+00289,CLT108006,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00291,CLT102268,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00292,CLT099780,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00293,CLT098271,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00294,CLT080892,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00295,CLT098058,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00296,CLT107460,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00297,CLT098271,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00298,CLT106022,2024-01-19,ML,LSAT,1,2024,2024-01,4,1
V24-FAC+00299,CLT080892,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00300,CLT098271,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00301,CLT105908,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00302,CLT064884,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00303,CLT112119,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00304,CLT098058,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00305,CLT111201,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00306,CLT112119,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00307,CLT080892,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00308,CLT107460,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00309,CLT105908,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00310,CLT105908,2024-01-19,ME,LSAT,1,2024,2024-01,4,1
V24-FAC+00311,CLT109532,2024-01-19,ML,LSAT,1,2024,2024-01,4,1
V24-FAC+00312,CLT109629,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00313,CLT107423,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00314,CLT030474,2024-01-19,IS,LSAT,1,2024,2024-01,4,1
V24-FAC+00315,CLT099816,2024-01-19,ML,LSAT,1,2024,2024-01,4,1
V24-FAC+00316,CLT076898,2024-01-19,ML,LSAT,1,2024,2024-01,4,1
V24-FAC+00317,CLT108307,2024-01-19,LO,LSAT,1,2024,2024-01,4,1
V24-FAC+00318,CLT108307,2024-01-19,LO,LSAT,1,2024,2024-01,4,1
V24-FAC+00319,CLT108307,2024-01-19,LO,LSAT,1,2024,2024-01,4,1
V24-FAC+00323,CLT104967,2024-01-19,SE,LSAT,1,2024,2024-01,4,1
V24-FAC+00324,CLT071425,2024-01-19,LSAT,LSAT,1,2024,2024-01,4,1
V24-FAC+00325,CLT071425,2024-01-19,LSAT,LSAT,1,2024,2024-01,4,1
V24-FAC+00326,CLT110235,2024-01-19,MH,LSAT,1,2024,2024-01,4,1
V24-FAC+00327,CLT110235,2024-01-19,MH,LSAT,1,2024,2024-01,4,1
V24-FAC+00329,CLT108246,2024-01-22,MH,LSAT,1,2024,2024-01,0,1
